"REV_OUTCOME","p_value","r_value","excluded_study","num_of_studies"
"CD000004_7",0.0300252637285381,0.167520337469539,"STD-Blecher-1967",3
"CD000006_4",0.195148850740211,0.222998489652886,"STD-Kettle-2002",6
"CD000006_6",0.0338500580263966,0.268181946337404,"STD-Kettle-2002",7
"CD000009_2",0.140191622148515,0.291072243732254,"STD-Cottraux-1983",28
"CD000012_1",0.0196048806275076,0.0230940670468364,"STD-MacVicar-1993",14
"CD000012_2",0.133162169741586,0.985666662931848,"STD-Hundley-1994",6
"CD000012_3",0.255227477764768,0.43897082163999,"STD-Begley-2009",3
"CD000012_4",0.33798049868183,0.33798049868183,"STD-MacVicar-1993",4
"CD000012_5",0.147578796988882,0.584754542134341,"STD-Waldenstrom-1997",3
"CD000012_6",5.94323176632433e-11,7.263788984842e-07,"STD-Waldenstrom-1997",11
"CD000012_7",0.000249741024646998,0.000907453085034714,"STD-Begley-2009",11
"CD000012_8",0.829092221397522,0.829092221397522,"STD-Hodnett-2009",10
"CD000012_9",0.0164261594886371,0.0434202301764625,"STD-Hundley-1994",9
"CD000012_10",0.0129941107555426,0.0299312426535206,"STD-MacVicar-1993",8
"CD000012_11",0.0516729798530258,0.0971700975874192,"STD-MacVicar-1993",8
"CD000012_12",0.366708522053474,0.764027122665791,"STD-Bernitz-2011",6
"CD000012_13",0.810811586161717,0.810811586161717,"STD-Klein-1984",7
"CD000013_3",0.258791924302908,0.403777953252938,"STD-Strong-1990",4
"CD000013_4",1.16074305729426e-14,7.9967414331687e-09,"STD-Abdel_x002d_Aleem-2005",10
"CD000013_5",0.00018330693175003,0.0358981937123682,"STD-Abdel_x002d_Aleem-2005",10
"CD000013_6",3.47721380369864e-08,0.0194401318825766,"STD-Schrimmer-1991",8
"CD000013_10",0.337474625150402,0.389948159632764,"STD-Wu-1989",4
"CD000013_11",0.0936377381264767,0.0936377381264767,"STD-Owen-1990",5
"CD000013_12",0.074343258156631,0.415370621523544,"STD-Abdel_x002d_Aleem-2005",5
"CD000013_14",0.0838787434854054,0.489548473822346,"STD-Amin-2003",3
"CD000013_16",1.01676278692422e-07,1.59977780809134e-05,"STD-Abdel_x002d_Aleem-2005",4
"CD000013_17",0.117684307575613,0.117684307575613,"STD-Vergani-1996",6
"CD000013_20",0.286261152272645,0.327605481540547,"STD-Schrimmer-1991",6
"CD000013_21",2.5280841908436e-20,8.23513305766148e-13,"STD-Regi-2009",7
"CD000013_22",0.355476589828015,0.435019649294605,"STD-MacGregor-1991",3
"CD000014_1",0.00079328044479943,0.00079328044479943,"STD-Mahomed-1998",13
"CD000014_5",0.217857075060668,0.217857075060668,"STD-Mahomed-1998",10
"CD000014_6",2.56902555431147e-05,0.249150034905743,"STD-Macri-1992",7
"CD000014_7",2.2397790050643e-16,6.24423425306409e-14,"STD-Macri-1992",11
"CD000014_9",0.0185728197325995,0.0262446730279582,"STD-Cialone-1994",5
"CD000014_10",0.300109527348693,0.300109527348693,"STD-Mahomed-1998",4
"CD000014_11",0.524527243681804,0.914285952917078,"STD-Rathore-2002",8
"CD000014_12",0.378276278942292,0.888946538121532,"STD-Cialone-1994",5
"CD000014_13",0.448102150675361,0.79674177185058,"STD-Puertas-2001",3
"CD000014_15",0.146676943186304,0.339425001882143,"STD-Rathore-2002",8
"CD000014_16",9.93174706849335e-08,0.167450033626598,"STD-Sood-2004",5
"CD000014_17",3.79385236915995e-06,0.0272780164973173,"STD-Choudhary-2010",11
"CD000014_22",0.000866516429390209,0.0692609390008879,"STD-Choudhary-2010",14
"CD000014_23",0.000131619096545203,0.025364642633169,"STD-Choudhary-2010",7
"CD000016_1",2.42969249674659e-09,4.78165658768808e-09,"STD-Kenya-1989",189
"CD000016_2",0.538207666910661,0.964178300845202,"STD-Cote-d_x0027_Ivoire-1993",8
"CD000019_2",0.384806384637541,0.685800556231252,"STD-Ballard-1998",5
"CD000019_3",0.357013693597552,0.762488617636527,"STD-Chile-1998",4
"CD000019_5",0.28079130446504,0.37517015289599,"STD-ACTOBAT-1995",3
"CD000019_9",0.501523762024751,0.943205140874046,"STD-Chile-1998",4
"CD000019_10",0.368314584841971,0.882140824862906,"STD-Chile-1998",6
"CD000019_11",0.166546708501968,0.298190374309245,"STD-ACTOBAT-1995",3
"CD000019_12",0.0508669024669384,0.0752481466269571,"STD-Ballard-1998",4
"CD000019_13",0.315575106769913,0.370174757042141,"STD-ACTOBAT-1995",41
"CD000019_14",0.00704675824240614,0.0542202176736393,"STD-ACTOBAT-1995",57
"CD000019_15",0.0720737469341861,0.0720737469341861,"STD-Knight-1994",3
"CD000019_16",0.00948559193774523,0.0108051117659355,"STD-ACTOBAT-1995",3
"CD000019_32",0.0288489124831809,0.0744040432035679,"STD-ACTOBAT-1995",21
"CD000019_36",0.322797966476275,0.345834294473786,"STD-ACTOBAT-1995",6
"CD000021_1",1.5462749035311e-06,2.39799122813883e-05,"STD-International-1966",20
"CD000021_2",0.000759114583702493,0.0045862577436094,"STD-International-1966",16
"CD000022_1",0.0134554385198342,0.0209636618229113,"STD-Krueger-2002",37
"CD000022_2",0.0134554385198342,0.0209636618229113,"STD-Krueger-2002",37
"CD000022_3",0.0105134284589069,0.0189471332556364,"STD-Krueger-2002",37
"CD000022_4",1.15849042339808e-42,2.26732828919461e-35,"STD-Krueger-2002",34
"CD000022_5",1.15849042339808e-42,2.26732828919461e-35,"STD-Krueger-2002",34
"CD000022_6",1.75743677272846e-39,2.26732828919461e-35,"STD-Krueger-2002",34
"CD000024_1",0.27993700314861,0.594671538688671,"STD-FISS-1995",8
"CD000024_2",0.19817663260049,0.402047305048914,"STD-FISS-1995",11
"CD000024_3",0.202219149257373,0.23378947105826,"STD-Prins-1989",19
"CD000024_4",0.865782069145153,0.958342688322516,"STD-TOAST-1998",10
"CD000024_5",0.0135817436247409,0.0174796613126353,"STD-McCarthy-1986",10
"CD000024_6",0.123610484062252,0.293483882197219,"STD-FISS_x002d_bis-1998",10
"CD000024_7",0.19433313725254,0.554332251871026,"STD-FISS-1995",8
"CD000024_8",0.00264358294468214,0.0144698848403163,"STD-IST-1997",10
"CD000024_9",0.778119667674215,0.948590974356123,"STD-Turpie-1987",8
"CD000024_10",0.0386270891989574,0.449668641473321,"STD-IST-1997",5
"CD000025_1",3.7892719978207e-06,0.000105176478872957,"STD-Nimodipine-SG-2003",20
"CD000025_2",0.24248395135206,0.972441793133152,"STD-Magpie-Trial-2002",3
"CD000025_3",0.303124113452076,0.882011044918234,"STD-Magpie-Trial-2002",5
"CD000025_4",0.81942115288727,0.829824664872649,"STD-USA-_x002d_-Memphis-1997",3
"CD000025_5",0.109489407616133,0.617203831538605,"STD-Magpie-Trial-2002",7
"CD000025_8",0.00031490061757188,0.00031490061757188,"STD-Magpie-Trial-2002",10
"CD000025_9",0.00782980374573205,0.014770766905061,"STD-Magpie-Trial-2002",30
"CD000025_13",0.0554463143790688,0.148281195240252,"STD-Magpie-Trial-2002",6
"CD000025_14",0.551423730063144,0.651455400058002,"STD-Magpie-Trial-2002",6
"CD000025_15",0.806168096822525,0.823672511085357,"STD-South-Africa-1998",4
"CD000025_16",0.655143862946386,0.930195839344058,"STD-South-Africa-1998",7
"CD000025_18",0.0458676438119909,0.165643958240378,"STD-USA-_x002d_-Texas-1995",15
"CD000025_21",0.255710133877993,0.920637990461013,"STD-Magpie-Trial-2002",7
"CD000025_26",0.151512386451027,0.193474700926141,"STD-Magpie-Trial-2002",15
"CD000025_27",0.525411500636175,0.954973093231615,"STD-Magpie-Trial-2002",9
"CD000025_28",0.452272192395389,0.861543392597456,"STD-Magpie-Trial-2002",3
"CD000025_34",0.483536799187873,0.763469345724076,"STD-Nimodipine-SG-2003",5
"CD000026_1",0.385637781179744,0.487714309245655,"STD-Perfect-1992",26
"CD000026_2",0.00948957021026249,0.0252209725810395,"STD-Penack-2006",20
"CD000026_3",0.000185987645813126,0.000258876861570665,"STD-Yamac-1995",28
"CD000026_4",1.02218175898032e-25,3.29951773207406e-18,"STD-Goodman-1992",22
"CD000026_5",3.33268233952077e-06,4.96900974224205e-05,"STD-Penack-2006",22
"CD000028_1",0.395126421379991,0.441537213537492,"STD-HYVET-2008",22
"CD000028_2",3.91653573900361e-07,5.03430220628625e-07,"STD-SHEP-1991",23
"CD000028_3",0.0161556236151861,0.0361411999897678,"STD-SHEP-1991",6
"CD000029_1",0.121891642632651,0.593251317772762,"STD-CAST-1997",4
"CD000029_2",0.779407953684123,0.84282016067511,"STD-MAST_x002d_I-1995",7
"CD000029_3",0.483559362797865,0.747618283650817,"STD-MAST_x002d_I-1995",7
"CD000029_5",0.135174950003165,0.495354291625249,"STD-CAST-1997",5
"CD000029_6",0.198777379777505,0.850330691961249,"STD-IST-1997",3
"CD000029_7",0.0700208191909519,0.137096445843686,"STD-CAST-1997",6
"CD000029_8",0.981433829221774,0.981433829221774,"STD-Utsumi-1988",6
"CD000029_9",0.151295226317037,0.151790661443049,"STD-IST-1997",3
"CD000031_1",2.40649637144167e-11,5.02024757437541e-11,"STD-Tonstad-2003",65
"CD000031_2",2.17949763767725e-08,6.92222780383517e-08,"STD-Tonstad-2003",53
"CD000031_3",5.02755862557665e-10,9.67412843824892e-10,"STD-Fossati-2007",42
"CD000031_4",0.625581540530962,0.625581540530962,"STD-Swan-2003",3
"CD000031_5",0.00207026304252031,0.163430094738274,"STD-Jorenby-1999",12
"CD000031_6",0.0680481765040854,0.0696971128277606,"STD-Covey-2007",8
"CD000031_7",0.463439028125481,0.692961296986836,"STD-Smith-2009",12
"CD000031_8",0.0327543048958639,0.133111661419066,"STD-Jorenby-2006",4
"CD000032_1",0.066816047346882,0.138315561547554,"STD-Ceesay-1997",6
"CD000032_2",0.105158148165266,0.953010111921046,"STD-Mora-1978",6
"CD000032_6",0.100852819591619,0.115736356170229,"STD-Ceesay-1997",8
"CD000032_7",0.291643085155311,0.408753028570383,"STD-Kafatos-1989",7
"CD000033_1",0.470563652683604,0.493448760346445,"STD-Eisenberg-1988",5
"CD000035_1",0.268228649182407,0.268228649182407,"STD-Magann-1993",3
"CD000035_2",0.418664490336697,0.489184694231273,"STD-Patriarco-1987",3
"CD000038_1",0.135513868045322,0.135761931441256,"STD-Nageotte-1994",6
"CD000038_2",0.0168808943455482,0.0168808943455482,"STD-Lewis-1999",7
"CD000038_9",0.150738525934234,0.669769106827541,"STD-Lewis-1999",4
"CD000039_1",0.655944211667642,0.9890897897437,"STD-ENOS-2014",19
"CD000039_2",0.353921463252549,0.658032360791793,"STD-ENOS-2014",19
"CD000039_3",0.422582290772171,0.730687574897777,"STD-ENOS-2014",8
"CD000039_4",0.443597680654482,0.995609364833159,"STD-ENOS-2014",9
"CD000039_5",0.429413178243632,0.523943260391925,"STD-ENOS-2014",8
"CD000039_6",0.876380750198745,0.92625795181617,"STD-RIGHT-2013",23
"CD000039_7",0.177725884379297,0.637248701601042,"STD-INTERACT_x002d_2-2013",17
"CD000039_8",0.522917272066474,0.748911056081123,"STD-ENOS-2014",19
"CD000039_9",0.997681565374943,0.997681565374943,"STD-ENOS-2014",18
"CD000039_10",0.951916352551468,0.960670076127248,"STD-ICH_x002d_ADAPT-2013",17
"CD000039_14",0.82864432438321,0.82864432438321,"STD-ENOS-2014",15
"CD000039_15",0.926708301650705,0.990239444925915,"STD-CHHIPS-2009",22
"CD000039_16",0.53217535530421,0.989289144080371,"STD-ACCESS-2003",24
"CD000048_1",0.270874929903355,0.318314503978395,"STD-Welborn-1988",3
"CD000051_1",0.747441743768822,0.865960903917168,"STD-Obwegeser-1999",6
"CD000051_2",0.354178617366224,0.576041562225375,"STD-Hartadottir-1992",5
"CD000051_3",0.826319941244389,0.934344265711263,"STD-Bung-1987",3
"CD000052_1",0.0348309007098305,0.0706115505511775,"STD-Leversha-2000",28
"CD000052_2",0.259812059913507,0.574754240906775,"STD-Rodrigo-1998",7
"CD000052_11",0.498228402597684,0.677299444638595,"STD-Chou-1995",4
"CD000052_12",0.503516011510077,0.998333638357041,"STD-Leversha-2000",34
"CD000053_4",0.233663356560032,0.383489495496866,"STD-McMahon-1979-TZA",13
"CD000053_5",0.0456572766209749,0.0456572766209749,"STD-King-1989-KEN",18
"CD000053_6",0.151798458922604,0.183353434060901,"STD-King-1989-KEN",5
"CD000053_7",0.0144820915653299,0.0384246527025363,"STD-King-2002-KEN",10
"CD000053_8",0.734066051002959,0.734066051002959,"STD-King-1990-KEN",4
"CD000053_10",0.0654793845742977,0.0654793845742977,"STD-King-1990-KEN",4
"CD000054_6",0.0274337177498854,0.0421055992760379,"STD-Alger-1991",9
"CD000054_7",0.00712540547026422,0.0497079824441863,"STD-Magat-1993",10
"CD000054_8",0.00322506326955474,0.019775488208268,"STD-Adair-1998",13
"CD000057_2",0.347628209621165,0.492432909127899,"STD-Deaton-1990",6
"CD000057_6",0.00544525797162297,0.0207484587168502,"STD-Battacharya-2008",9
"CD000058_1",0.0547489643541718,0.0664290297253871,"STD-Hilleman-1993",6
"CD000059_1",0.0560335338082609,0.142084247861148,"STD-Shopsin-1978-_x0028_CPZ_x0029_",25
"CD000059_2",0.142193362896602,0.142193362896602,"STD-Kumra-1994-_x0028_H_x0029_",5
"CD000059_3",0.0837413000035118,0.198415843924937,"STD-Kane-1988-_x0028_CPZ_x0029_",6
"CD000059_4",0.866298126406751,0.896129215248787,"STD-Hong-1997-_x0028_CPZ_x0029_",6
"CD000059_5",0.29692331447497,0.869471367580865,"STD-Kane-1988-_x0028_CPZ_x0029_",8
"CD000059_6",0.42626827700693,0.879468799390419,"STD-Shopsin-1978-_x0028_CPZ_x0029_",5
"CD000059_7",0.0419301267242997,0.144238106728308,"STD-Dong-1999-_x0028_CPZ_x0029_",14
"CD000059_8",0.0101920816704657,0.0145763567907489,"STD-Kane-1988-_x0028_CPZ_x0029_",19
"CD000059_12",0.180093641340162,0.348867278580846,"STD-Buchanan-1994-_x0028_H_x0029_",18
"CD000059_14",0.107980092840032,0.182682019846676,"STD-Kane-1988-_x0028_CPZ_x0029_",26
"CD000059_15",0.773595393409776,0.990577604502503,"STD-Howanitz-1996-_x0028_CPZ_x0029_",5
"CD000059_16",0.0108007758446014,0.0177639522044338,"STD-Rosenheck-1993-_x0028_H_x0029_",22
"CD000059_17",0.00780349552443735,0.0254144897868967,"STD-Ou-1999-_x0028_CPZ_x0029_",19
"CD000059_18",0.334318253300874,0.754270599583368,"STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_",7
"CD000059_19",0.0118311899336546,0.0544964688136488,"STD-Kane-1988-_x0028_CPZ_x0029_",8
"CD000059_21",9.58567766685452e-08,1.33232543248853e-06,"STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_",25
"CD000059_22",0.10403925639848,0.139438541728063,"STD-Shopsin-1978-_x0028_CPZ_x0029_",11
"CD000059_23",0.102728347228844,0.219701920588156,"STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_",5
"CD000059_10",0.135863758718132,0.203201300512744,"STD-Rosenheck-1993-_x0028_H_x0029_",12
"CD000059_11",0.41696112326343,0.714611817050289,"STD-Rosenheck-1993-_x0028_H_x0029_",6
"CD000059_13",0.0339481250073658,0.0587377001803055,"STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_",35
"CD000060_1",0.000271291798515362,0.000583616038527499,"STD-Qureshi-1998-_x0028_severe_x0029_",16
"CD000060_2",0.0689716891232602,0.165061731665347,"STD-Zorc-1999-_x0028_severe_x0029_",9
"CD000060_3",0.0641218822656206,0.346859289319934,"STD-Schuh-1995-_x0028_multiple_x0029_",6
"CD000060_4",0.975569762521176,0.983150661969828,"STD-Sharma-2004",6
"CD000060_5",0.14837355380215,0.14837355380215,"STD-Ducharme-1998",5
"CD000060_13",8.59156181467946e-05,0.0005836160385275,"STD-Qureshi-1998-_x0028_severe_x0029_",16
"CD000060_17",0.672555822846278,0.937402294657141,"STD-Qureshi-1997",9
"CD000060_18",7.18893207101569e-05,0.000829757780549085,"STD-Qureshi-1998-_x0028_severe_x0029_",15
"CD000060_19",0.000245978637730946,0.000583616038527499,"STD-Qureshi-1998-_x0028_severe_x0029_",16
"CD000060_20",0.000237811403980314,0.000623933665952202,"STD-Qureshi-1998-_x0028_severe_x0029_",17
"CD000064_1",0.816546753384052,0.980416710227575,"STD-Ogun-2001",8
"CD000064_2",0.937906304631624,0.943497671201299,"STD-Ogun-2001",8
"CD000066_1",0.0021060005117925,0.0021060005117925,"STD-de-Buman-1987",7
"CD000067_1",0.0628259981750628,0.0886042618632022,"STD-O_x0027_Donoghue-1978",11
"CD000067_2",0.0385787013851683,0.113578720475345,"STD-O_x0027_Donoghue-1978",8
"CD000067_3",0.217464171275841,0.301265776577545,"STD-Summers--1979",9
"CD000067_4",0.0625852623045955,0.0766637518728591,"STD-Summers--1979",9
"CD000067_5",0.0366761857131205,0.0916259657021672,"STD-L_x00e9_mann-2005",4
"CD000068_5",0.0578219163065454,0.0578219163065454,"STD-Telimaa-1987b",5
"CD000071_1",0.0411990091903807,0.0541012861262561,"STD-AbuRahma-1996",12
"CD000071_2",0.0769375999725874,0.19495409351246,"STD-Katz-1996",5
"CD000071_3",0.303985918749438,0.319813718128137,"STD-Katz-1996",5
"CD000071_4",0.213061289172529,0.255798653117032,"STD-AbuRahma-2002",19
"CD000071_5",0.441779198704511,0.998807161295425,"STD-Hayes-2001",18
"CD000071_6",0.343694849360055,0.950849541978462,"STD-Ricco-1996",10
"CD000071_7",0.0849173982103472,0.295304847070089,"STD-AbuRahma-2002",15
"CD000071_8",0.699855254195038,0.941429965282055,"STD-AbuRahma-2002",5
"CD000071_9",0.357014014627019,0.721000505604984,"STD-AbuRahma-2002",12
"CD000071_10",0.107065139293596,0.152998639407417,"STD-Gonzalez-1994",4
"CD000071_11",0.179985285103721,0.238216115743895,"STD-Katz-1996",6
"CD000075_1",0.633176445935898,0.789748947644186,"STD-Peliowski-1990",4
"CD000076_1",0.270959509721315,0.623718537910077,"STD-Brandon-1985",32
"CD000076_2",0.926646750627183,0.962634382316246,"STD-Bagadia-1981",3
"CD000076_3",0.244001562081066,0.244001562081066,"STD-Ungvari-1982",3
"CD000076_8",0.905342606965041,0.979315705749162,"STD-Bagadia-1981",6
"CD000076_9",0.0597268439273064,0.150379095162399,"STD-Chanpattana-1999a",11
"CD000076_11",0.895626916484585,0.985102752928577,"STD-Bagadia-1988",11
"CD000076_12",0.831883408308757,0.984655563380909,"STD-Chanpattana-1999a",3
"CD000076_13",0.500877683959329,0.500877683959329,"STD-May-1968",4
"CD000076_6",0.256433007862553,0.377260972019622,"STD-Miller-1953",7
"CD000076_4",0.553508152643168,0.990705825779602,"STD-Brandon-1985",11
"CD000078_2",0.777745457732915,0.809242262819849,"STD-Viegas-1985",4
"CD000078_3",0.161494156994693,0.161494156994693,"STD-Wallace-1984",3
"CD000078_5",0.814065018172995,0.814065018172995,"STD-Wallace-1984",3
"CD000078_6",0.903942185747873,0.903942185747873,"STD-Wallace-1984",3
"CD000078_7",0.207925109546899,0.210020199601441,"STD-Penn-1996",4
"CD000078_8",0.841213082026646,0.848246613505603,"STD-Viegas-1985",3
"CD000078_11",0.195640418066101,0.195640418066101,"STD-Wallace-1984",3
"CD000078_12",0.114600524047006,0.225855979047896,"STD-Penn-1996",3
"CD000078_14",0.813948753296899,0.909199198150697,"STD-Penn-1996",3
"CD000078_15",0.257360278872084,0.257360278872084,"STD-Viegas-1985",3
"CD000078_24",0.965485059939809,0.965485059939809,"STD-Zlatnik-1993",4
"CD000081_1",0.00569582826776916,0.0159458641038648,"STD-Rodriguez-2008",29
"CD000081_2",0.309333122884798,0.590011472525946,"STD-Sleep-1984",3
"CD000081_5",1.19870570546046e-06,0.774784438441696,"STD-Belizan-1993",7
"CD000081_7",0.25179427650834,0.295417758858391,"STD-Rodriguez-2008",8
"CD000081_9",0.745001340450283,0.745001340450283,"STD-Murphy-2008b",4
"CD000081_11",0.902317650311459,0.93712197258924,"STD-Juste_x002d_Pina-2007",3
"CD000081_12",0.437298954309289,0.966551534207805,"STD-Juste_x002d_Pina-2007",3
"CD000083_5",0.0223690834734851,0.874188102194701,"STD-Rita-2012",3
"CD000083_6",0.083822416811232,0.512098259094541,"STD-Van-de-Pavert-1990",3
"CD000083_8",0.00895191669466301,0.264012588114281,"STD-Rita-2012",3
"CD000083_9",0.1162141950381,0.704883550610783,"STD-Rita-2012",3
"CD000084_1",0.101934875475128,0.110194510053025,"STD-Akhtar-2013",5
"CD000084_2",0.10789031101064,0.181728790705787,"STD-Akhtar-2013",5
"CD000084_3",0.564683122540347,0.612946591593596,"STD-Hutton-2003",5
"CD000084_4",0.0350400036169642,0.0928600522680523,"STD-Van-Veelen-1989",5
"CD000084_5",0.45557544072095,0.976108239045226,"STD-Hutton-2003",4
"CD000084_6",1.10062797636311e-05,0.00884694607722447,"STD-Akhtar-2013",5
"CD000084_7",0.425877644667004,0.425877644667004,"STD-Hutton-2011",3
"CD000085_5",0.249981502876899,0.576144929590806,"STD-Magann-_x0028_M_x0029_-1995",3
"CD000085_6",0.698360773133724,0.698360773133724,"STD-Wahab-1999",3
"CD000085_7",0.346318380875381,0.75574165133006,"STD-Hershey-1978",3
"CD000088_1",0.00644073931484245,0.00846322929831145,"STD-Zhang-1994",26
"CD000088_4",0.0144351146151908,0.0738983059670585,"STD-Liu-2003",29
"CD000088_5",0.0579393605576083,0.0606135326779102,"STD-Wang-2006",10
"CD000088_22",0.409698306550073,0.838386773254803,"STD-Vaughan-1992",11
"CD000088_23",0.341733480514043,0.341733480514043,"STD-Buchkremer-1995",7
"CD000088_26",0.638735772786863,0.76797074861975,"STD-Leff-1989",3
"CD000088_29",0.0482034206176038,0.0482034206176038,"STD-Buchkremer-1995",4
"CD000088_32",0.331032186511232,0.459591357157761,"STD-Bloch-1995",3
"CD000088_38",1.58815577045542e-10,5.5241755079412e-10,"STD-Zhou-2007",58
"CD000088_49",0.0230396872305685,0.0230396872305685,"STD-Tarrier-1988",8
"CD000088_3",0.270692294131134,0.883527527986637,"STD-Ran-2003",3
"CD000091_1",0.000346672081622268,0.00034667208162227,"STD-RDTCI_x002d_2-2005",24
"CD000091_2",0.873566926123858,0.923704370058426,"STD-ESTAT-2006",25
"CD000091_3",0.0167534450432334,0.0405037974130675,"STD-ESTAT-2006",22
"CD000091_4",0.201459582715189,0.878888827432528,"STD-ESTAT-2006",8
"CD000091_6",0.505885239154686,0.505885239154686,"STD-STAT-2000",5
"CD000091_8",0.227838962531985,0.227838962531985,"STD-RDTCI_x002d_2-2005",3
"CD000091_9",0.207836689541639,0.321721168412716,"STD-ASP-2009",3
"CD000093_2",0.835011724512082,0.983381931183263,"STD-Park-1998",13
"CD000093_4",0.096021046270871,0.234389420428759,"STD-Benum-1994",36
"CD000093_5",0.441218084175164,0.74602477187065,"STD-Radford-1993",30
"CD000093_6",0.419420436914612,0.474324905354799,"STD-Miedel-2005",10
"CD000093_7",0.568461550099724,0.916451406533637,"STD-Butt-1995",7
"CD000093_8",0.0340852161142517,0.0761488404647114,"STD-Ahrengart-1994",24
"CD000093_9",0.0723198977819109,0.186392101253402,"STD-Guyer-1991",10
"CD000093_10",0.911209977699194,0.975724371187187,"STD-Marques-Lopez-2002",16
"CD000093_11",3.25486110228568e-05,6.53978615788554e-05,"STD-Radford-1993",17
"CD000093_12",0.975724371187187,0.975724371187187,"STD-Marques-Lopez-2002",16
"CD000093_13",0.595761376996468,0.814256748079524,"STD-Ahrengart-1994",5
"CD000093_14",0.292196206764593,0.293972859649312,"STD-Pahlpatz-1993",7
"CD000093_15",0.99659644279283,0.99659644279283,"STD-Ovesen-2006",16
"CD000093_18",0.278108318813633,0.640273440964653,"STD-Adams-2001",32
"CD000093_19",0.00336447367118492,0.00526083123578674,"STD-Saudan-2002",33
"CD000093_20",0.00190358550720327,0.00378629740892085,"STD-Benum-1994",61
"CD000093_21",0.0552823507529373,0.115903860951675,"STD-Butt-1995",41
"CD000093_22",0.640334966567422,0.951534857081155,"STD-Barton-2010",54
"CD000093_23",0.134073203882708,0.315827094241267,"STD-Ahrengart-1994",27
"CD000094_1",0.0314241958795318,0.04469365503033,"STD-Hoffbrand-1988",26
"CD000094_2",0.194230989668843,0.283338537539729,"STD-Angeleri-1992",13
"CD000096_1",0.149207711818655,0.215887599580037,"STD-Bayer-1987",19
"CD000096_2",0.875904749468977,0.95295206832286,"STD-Bayer-1987",14
"CD000096_4",0.149456627691814,0.476949562272442,"STD-Bayer-1987",5
"CD000096_5",0.408294682831194,0.891251539044215,"STD-Bayer-1987",5
"CD000099_1",0.0310454225780394,0.0612505209882431,"STD-Tesarik-2005",8
"CD000099_2",3.6928502067489e-05,6.96088828561292e-05,"STD-Kueuk-2008",13
"CD000099_4",0.213652484273099,0.587066860003308,"STD-Younis-1992",4
"CD000100_1",0.230471474648048,0.279642932067981,"STD-de-Lalla-1988",29
"CD000100_2",0.672356239055299,0.924962521735587,"STD-Szmuness-1982",22
"CD000100_3",0.0971478100291855,0.200491213791311,"STD-Desmyter-1983",23
"CD000100_4",0.965034404743458,0.979264463987723,"STD-Halliday-1990",21
"CD000100_5",0.0321386131016716,0.182867238228727,"STD-Crosnier-1981",5
"CD000102_1",0.000107150907051205,0.000108677196840628,"STD-Shaffer-AN_x002c_-IP",12
"CD000102_2",0.188827263727652,0.188827263727652,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",4
"CD000102_3",0.00108311448149324,0.00995205947670306,"STD-Wiktor-AN_x002c_-IP",9
"CD000102_4",0.0184944795765973,0.030601445750474,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",7
"CD000102_5",0.0975693240977609,0.143004648062166,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",6
"CD000102_6",7.71422659759969e-33,0.000719168269492384,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",4
"CD000102_7",0.940303319806989,0.940303319806989,"STD-Guay-IP_x002c_-PNb",6
"CD000102_8",0.288475306416761,0.716790028893161,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",6
"CD000102_9",0.823193414943203,0.993533803877871,"STD-Wiktor-AN_x002c_-IP",8
"CD000102_10",0.756320400426542,0.994697796594418,"STD-Dabis-AN_x002c_-IP_x002c_-PNm",10
"CD000103_1",0.0743895495922231,0.106141392665119,"STD-SSSG-1987",60
"CD000103_2",0.0556628773786739,0.0998234703152985,"STD-ALIAS_x002d_Part-1-2011",59
"CD000103_3",0.992917565063676,0.992917565063676,"STD-Strand-1984",31
"CD000103_4",0.483587249566745,0.966115005111771,"STD-SSSG-1987",3
"CD000103_5",0.0588729280252596,0.402589076270612,"STD-Frei-1987",5
"CD000103_6",0.155681092885236,0.160128976974699,"STD-IASSG-1988",4
"CD000103_7",0.0670742775697625,0.962138143206134,"STD-ALIAS_x002d_Part-1-2011",7
"CD000104_1",0.124790170738406,0.124790170738406,"STD-Sun-2014",105
"CD000104_2",0.0590360953152869,0.690771816406695,"STD-Thome-1998",11
"CD000104_3",0.391842784111546,0.902819386497555,"STD-Johnson-2002",12
"CD000104_4",0.613283420559088,0.876902791830887,"STD-Moriette-2001",18
"CD000104_5",0.59302905246153,0.993108438163129,"STD-Gerstmann-1996",17
"CD000104_6",0.0304944992573498,0.0310376622151716,"STD-Thome-1998",12
"CD000104_7",8.64076357221194e-07,8.64076357221194e-07,"STD-Sun-2014",97
"CD000104_8",4.82965038769397e-07,4.82965038769397e-07,"STD-Sun-2014",101
"CD000104_9",0.061341257787582,0.158685293730683,"STD-Thome-1998",65
"CD000104_10",0.839298546226574,0.985870065624442,"STD-Gerstmann-1996",101
"CD000104_11",0.0983987123184555,0.106908085829785,"STD-Sun-2014",108
"CD000104_12",0.0942158618021032,0.0942158618021032,"STD-Sun-2014",16
