"REV_OUTCOME","p_value","r_value","excluded_study","num_of_studies"
"CD003961_7",0.669838819325952,0.957189813809582,"STD-Trompeter-2002",11
"CD003961_8",0.654665290232642,0.654665290232642,"STD-Pirsch-1997",5
"CD003961_9",0.149973152250142,0.998438676192947,"STD-Mayer-1997",4
"CD003961_10",0.877766161262794,0.975508319840372,"STD-Pirsch-1997",4
"CD003961_11",0.0745222727498278,0.523116081584937,"STD-Mayer-1997",5
"CD003961_12",7.39923603011783e-83,1.04967716944541e-77,"STD-Margreiter-2002",101
"CD003961_13",0.137684704333156,0.791187088955424,"STD-Charpentier-2002",5
"CD003961_14",1.05166141769292e-06,0.000119957717918654,"STD-Mayer-1997",14
"CD003961_15",0.441493473799962,0.685445779443437,"STD-Trompeter-2002",10
"CD003961_16",0.0155100241517525,0.212152853690634,"STD-Trompeter-2002",7
"CD003961_17",0.995026724198302,0.995026724198302,"STD-Miller-2002",5
"CD003961_18",0.485763388387283,0.910708310395073,"STD-Pirsch-1997",96
"CD003961_19",5.67640224039165e-09,6.11069516206452e-06,"STD-Margreiter-2002",19
"CD003961_23",2.06283852892758e-07,7.24270309760082e-07,"STD-Pirsch-1997",20
"CD003961_24",8.52000574348469e-12,8.52000574348469e-12,"STD-Pirsch-1997",23
"CD003961_25",0.532520387622174,0.959452859831949,"STD-Trompeter-2002",44
"CD003961_26",0.000123431261472707,0.000404153111767293,"STD-Trompeter-2002",37
"CD003961_28",0.500415285735567,0.90097674217043,"STD-Johnson-2000",31
"CD003961_32",0.0227542906681884,0.0227542906681884,"STD-Mayer-1997",8
"CD003961_33",0.872868463096893,0.950957745412269,"STD-Trompeter-2002",10
"CD003961_34",0.0973656795739833,0.802125799221536,"STD-Charpentier-2002",10
"CD003962_1",0.0324220820209667,0.894336356184146,"STD-Woo-2008",6
"CD003962_2",0.00248949424797484,0.0153775471668268,"STD-Hotta-1993",4
"CD003964_1",4.1603080246194e-07,1.28096861881682e-06,"STD-Chen-2008",6
"CD003965_1",0.000162298484100438,0.000745568787357007,"STD-Kobayashi-1996",14
"CD003965_2",0.000291022403078633,0.293728614461449,"STD-Kobayashi-1996",5
"CD003965_3",0.000866653665678141,0.0420796325188092,"STD-Lv-2009",3
"CD003966_1",0.785882086595621,0.881609745535242,"STD-Kornberg-1994",6
"CD003966_2",0.56302576701661,0.849450858054858,"STD-Zaki-1986",6
"CD003966_3",0.658307231141413,0.944219342549797,"STD-Kornberg-1994",4
"CD003966_4",0.717286423094663,0.950895124560655,"STD-Zaki-1986",10
"CD003966_5",0.696879483359715,0.881609745535242,"STD-Kornberg-1994",6
"CD003966_6",0.97962222343941,0.97962222343941,"STD-Zaki-1986",9
"CD003966_7",0.0574745577621505,0.788644862890603,"STD-CSG-1991",4
"CD003967_1",0.26605788460125,0.3813921988213,"STD-Scandinavian-2003",10
"CD003967_2",0.159473352302084,0.179458844839593,"STD-Bahlmann-1991",8
"CD003967_4",0.261049188805844,0.345620552857953,"STD-Lim-1989",5
"CD003967_5",0.511132954498399,0.511132954498399,"STD-Kleinman-1989",3
"CD003967_9",0.310989391096214,0.843092464056173,"STD-Levin-2005",3
"CD003967_10",0.295597578291006,0.310470472592723,"STD-Kuriyama-1997",3
"CD003967_14",0.869252019444855,0.959110516356842,"STD-Kleinman-1989",5
"CD003967_15",0.428105267375535,0.462455901485815,"STD-Bahlmann-1991",3
"CD003967_17",0.00702215293243383,0.899745180112999,"STD-Besarab-1998",6
"CD003974_1",2.61914710861562e-33,7.2331952586754e-30,"STD-Scharf-2006",269
"CD003974_2",4.13093293438205e-18,3.09114852795274e-15,"STD-Scharf-2006",262
"CD003974_3",0.492390942441893,0.990866674025225,"STD-Heinzl-1981",28
"CD003974_4",0.0177147564031345,0.733025967282716,"STD-Heinzl-1981",5
"CD003974_5",0.37699136508059,0.867410795407315,"STD-Killen-1990",4
"CD003982_1",0.00242255367954538,0.00683590413252076,"STD-British-_x0026_-Dutch-1988",28
"CD003982_2",0.301628485151595,0.301628485151595,"STD-Milanese-1993",6
"CD003982_4",0.00146243162968364,0.00192769232666347,"STD-British-_x0026_-Dutch-1988",12
"CD003982_5",0.00251613268942582,0.00318980715803512,"STD-British-_x0026_-Dutch-1988",12
"CD003985_1",1.1143209856512e-41,8.32730055657146e-36,"STD-Wu-2005",54
"CD003985_2",7.27768011736126e-25,7.27768011736126e-25,"STD-Wu-2005",31
"CD003985_3",5.63813505166911e-25,5.63813505166911e-25,"STD-Hendrickson-1998",36
"CD003987_1",0.228541992080749,0.492650845618042,"STD-Lachnit_x002d_Fixson-1984",29
"CD003987_2",0.0135402531799556,0.0189285824348194,"STD-Serfaty-1998",20
"CD003987_3",0.137740482775215,0.766313702225001,"STD-Endrikat-1999",3
"CD003987_4",0.922807077913376,0.922807077913376,"STD-Burkman-2007",3
"CD003988_1",0.00671842405785553,0.2364341844909,"STD-Brito-2009",4
"CD003988_4",0.0508546809221088,0.732289350554169,"STD-Gurtcheff-2011",3
"CD003988_5",0.323365024317003,0.323365024317003,"STD-Gurtcheff-2011",3
"CD003989_1",0.621419808323888,0.970691813602501,"STD-WHO-1982",16
"CD003989_2",0.61649980415438,0.897678059712739,"STD-Bruni-2000",6
"CD003989_3",0.265967252661054,0.437845614479004,"STD-Kirkman-1994",7
"CD003989_4",0.453367956111567,0.831152390602909,"STD-Teichmann-1995",5
"CD003989_5",0.0581847048507881,0.949985859276828,"STD-Taneepanichskul-2002",5
"CD003989_6",0.334085323180853,0.461584231943246,"STD-Akerlund-1993",5
"CD003989_7",0.0198470943800777,0.309030857283566,"STD-Akerlund-1993",5
"CD003989_8",0.0149996744194575,0.0580050811876782,"STD-Bruni-2000",5
"CD003989_11",0.578772207711221,0.998688776338342,"STD-Akerlund-1993",4
"CD003989_12",0.981539699819156,0.986705154271115,"STD-Teichmann-1995",5
"CD003989_13",0.3165671882783,0.420657764176767,"STD-Bruni-2000",4
"CD003989_14",0.0327878353711685,0.0534924538293041,"STD-WHO-1982",20
"CD003989_15",0.00816282220507825,0.045146679977686,"STD-Kirkman-1994",3
"CD003989_16",0.41275042134771,0.673640633673545,"STD-Kirkman-1994",3
"CD003989_17",0.881079494268376,0.881079494268376,"STD-Endrikat-1997",3
"CD003989_18",0.619906529567484,0.658293719028447,"STD-Kirkman-1994",3
"CD003989_9",0.0045479237322526,0.0187754645026854,"STD-WHO-1982",15
"CD003989_10",0.00132257950366479,0.00132257950366479,"STD-Hampton-2001",13
"CD003989_19",0.158560895549371,0.158560895549371,"STD-Hampton-2001",9
"CD003989_20",0.251769776169407,0.251769776169407,"STD-Hampton-2001",9
"CD003989_21",0.275209229124897,0.898032892963881,"STD-Akerlund-1993",7
"CD003989_22",0.41810984159679,0.41810984159679,"STD-Hampton-2001",7
"CD003989_23",0.394525393163629,0.951399384373457,"STD-Teichmann-1995",5
"CD003991_1",0.881886092864914,0.881886092864914,"STD-Song-2006",4
"CD003991_3",0.636706065266755,0.653814884711456,"STD-Sokal-2004",3
"CD003991_4",0.960611528635279,0.995049536487628,"STD-Sokal-2004",3
"CD003991_5",0.828976365501847,0.944362408110802,"STD-Gupta-1977",3
"CD003991_6",0.789502150507667,0.789502150507667,"STD-Song-2006",3
"CD003991_7",0.769083271545043,0.769083271545043,"STD-Song-2006",3
"CD003991_2",0.647873932334204,0.834944780258848,"STD-Sokal-2004",3
"CD003992_1",0.841711799645858,0.921213435813968,"STD-Petrilli-2000",65
"CD003992_2",0.79352589290758,0.872246001309523,"STD-Petrilli-2000",63
"CD003992_3",0.686914531605446,0.831437995461051,"STD-Kern-1999",28
"CD003992_5",0.00100440896862929,0.00176067194229939,"STD-Freifeld-1999",13
"CD003992_6",0.291596804928232,0.36687229955377,"STD-Innes-2003",13
"CD003992_7",0.731692780275215,0.987495559108143,"STD-Petrilli-2000",20
"CD003993_1",0.511261238212722,0.64280511597579,"STD-Maio-2010",12
"CD003993_2",0.971737909300097,0.971737909300097,"STD-Schulof-1985",9
"CD003993_3",0.168669942479084,0.589817507830962,"STD-Mustacchi-1994",10
"CD003993_4",0.00446987516397871,0.00898390120607217,"STD-Sanchiz-1996",4
"CD003993_5",0.0132961518135729,0.0132961518135729,"STD-Sanchiz-1996",3
"CD003996_1",0.204624327298049,0.218857469653189,"STD-Govaerts-1998",12
"CD003996_2",0.852065075877563,0.852065075877563,"STD-Donaldson-1966",4
"CD003996_3",0.683684732178668,0.683684732178668,"STD-Winerman-1981",4
"CD003996_4",0.293073246753292,0.751773327304477,"STD-Lildholdt-1986",4
"CD003996_5",0.271788232011967,0.311727250487468,"STD-Jackson-1988",4
"CD003996_6",0.525118013593386,0.951862316020752,"STD-Donaldson-1966",12
"CD003996_7",0.340797379816847,0.760401782306312,"STD-Donaldson-1966",14
"CD003996_8",0.369439717283142,0.972624791429125,"STD-Donaldson-1966",4
"CD003997_1",2.07406255453228e-22,4.37862439625773e-18,"STD-Pappas-1998",15
"CD003997_2",2.07406255453228e-22,4.37862439625773e-18,"STD-Pappas-1998",15
"CD003997_3",8.57439469661156e-07,0.000129640017563051,"STD-Kaufmann-2006",5
"CD003997_4",8.57439469661156e-07,0.000129640017563051,"STD-Kaufmann-2006",5
"CD003998_1",0.0643669317106019,0.0974363629154742,"STD-Wilson-1980",6
"CD003999_1",0.249823615820975,0.262306964085049,"STD-Fortmann-1995",49
"CD003999_2",0.0453201827902774,0.0823560890800344,"STD-Severson-1997",23
"CD004000_1",4.43704342403578e-05,0.000463950795232763,"STD-Ogino-1987B",29
"CD004000_2",0.253576669269134,0.928810970343342,"STD-Onouchi-1995B_x0028_2_x0029_",19
"CD004000_3",0.0854370268740033,0.694038419809988,"STD-Morikawa-1994_x0028_3_x0029_",14
"CD004000_4",0.0189105122417826,0.953771181952442,"STD-Newburger-1986",8
"CD004000_5",0.000424866716369939,0.0105536379654539,"STD-Newburger-1986",6
"CD004000_6",0.466391715054794,0.825363831957157,"STD-Harada-1991A_x0028_2_x0029_",6
"CD004000_7",2.0740493901431e-06,0.00013622722300874,"STD-Harada-1991B_x0028_3_x0029_",6
"CD004000_8",0.810044919063903,0.83733488728069,"STD-Ogino-1987A",4
"CD004000_9",0.000127740141212871,0.0569388408286157,"STD-Ogino-1987B",4
"CD004001_3",0.791387647646248,0.791387647646248,"STD-ESES",4
"CD004001_4",3.53129005889458e-05,0.000710065521930903,"STD-Amann-2003",5
"CD004002_1",0.00470211570886111,0.00668896999167833,"STD-LONFLIT-4-_x002d_-Scholl-1",6
"CD004002_2",0.00200328576375785,0.519404879006603,"STD-LONFLIT-5",5
"CD004004_1",0.0811865772803858,0.0811865772803858,"STD-Valmaggia-2002",5
"CD004004_2",0.389314468733325,0.491115812389667,"STD-Char-1999",8
"CD004004_3",0.316784483679519,0.374422227922905,"STD-Bergink-1998",8
"CD004004_4",0.00459814675901339,0.137425919639374,"STD-Kobayashi-2000",4
"CD004004_5",0.0153335578413273,0.0153335578413273,"STD-Valmaggia-2002",5
"CD004004_6",0.00143126127178501,0.00823077574106336,"STD-Bergink-1998",7
"CD004004_8",0.0773566335003116,0.269535195432062,"STD-Kobayashi-2000",4
"CD004004_9",0.389314468733325,0.491115812389667,"STD-Char-1999",8
"CD004004_10",0.491115812389667,0.491115812389667,"STD-Char-1999",8
"CD004009_1",0.635948542769891,0.82818144405663,"STD-Barennes-1998",4
"CD004009_2",0.754804536499402,0.856912982850564,"STD-Assimadi-2002",4
"CD004009_8",0.126691369546098,0.126691369546098,"STD-Barennes-2006",6
"CD004011_7",0.0912178288116773,0.137458417309989,"STD-Benoist-1999",9
"CD004011_10",0.183448498298253,0.329956169165064,"STD-Ind-1993",8
"CD004011_1",0.0128154357823038,0.0213902021469827,"STD-Benoist-1999",11
"CD004011_4",0.0822450497113286,0.22274454938634,"STD-Kelleher-2002",6
"CD004013_3",0.187214353815921,0.338652312082432,"STD-Riley-1995",8
"CD004013_4",0.00114566325318009,0.00114566325318009,"STD-Darouiche-1999",17
"CD004013_5",0.00855978705087926,0.0223944561182828,"STD-Verleyen-1999b",12
"CD004013_12",0.0213513958227234,0.119314205545718,"STD-Verleyen-1999b",4
"CD004014_2",0.664742109798528,0.887359862368952,"STD-Delroy-2013",8
"CD004014_4",0.461169623519168,0.461169623519168,"STD-Rudnicki-2014",3
"CD004014_7",0.962397786542125,0.993930298461957,"STD-Guerette-2009",46
"CD004014_8",0.182551254898728,0.253895606650287,"STD-Altman-2011",9
"CD004014_5",0.770407389009892,0.898444606331003,"STD-Minassian-2010-abstract",7
"CD004014_9",0.43634721136429,0.5604250537499,"STD-Natale-2009",5
"CD004014_11",0.610570279023446,0.789814704419831,"STD-Altman-2011",9
"CD004014_15",0.197793273140817,0.324200132089194,"STD-Altman-2011",10
"CD004014_6",0.231013241514027,0.980957552792208,"STD-Delroy-2013",3
"CD004015_1",1.16110796258013e-92,2.25036572128869e-16,"STD-Kumar-2008",21
"CD004015_3",6.74064592262396e-38,5.25934294876219e-12,"STD-Haider-2000",10
"CD004015_4",1.42928815336758e-06,0.000561329765187049,"STD-Kumar-2008",9
"CD004015_6",0.356753355436105,0.356753355436105,"STD-Mohan-2003",3
"CD004015_8",4.58679430839574e-12,0.00441536924316377,"STD-Manandhar-2004",7
"CD004015_5",5.8247205687879e-11,0.510773870919677,"STD-Manandhar-2004",3
"CD004016_3",0.051577979034245,0.286581669187189,"STD-Hollingworth-1983",4
"CD004016_1",0.206895873032424,0.266506110774178,"STD-Berry-1980",4
"CD004016_5",0.677376430152459,0.812426138689079,"STD-de-Jong-1998",5
"CD004018_1",0.326925726073042,0.326925726073042,"STD-Budiman_x002d_Mak-1995",3
"CD004019_8",0.127486706096037,0.447468192872254,"STD-Adili-2002",4
"CD004019_9",3.27051717451772e-05,0.0780405169134602,"STD-Brouwer-2006",4
"CD004024_1",0.000135888780500944,0.000208899336070819,"STD-Vitolo",48
"CD004024_2",0.0309831950300061,0.0753228210006703,"STD-Gianni",23
"CD004024_3",0.0160496514580585,0.0831748204182845,"STD-Gianni",12
"CD004024_4",0.44325649554062,0.797061787299496,"STD-Kaiser",25
"CD004024_5",0.0112970976119057,0.031763839151112,"STD-Gianni",27
"CD004024_6",0.0157068857828482,0.031763839151112,"STD-Gianni",27
"CD004024_7",0.0135182537612778,0.037395841093623,"STD-Gianni",26
"CD004024_8",0.0205852252521005,0.0448127151043204,"STD-Gianni",25
"CD004024_9",0.0173385132337245,0.036112343608172,"STD-Gianni",25
"CD004024_10",0.0309831950300061,0.0753228210006703,"STD-Gianni",23
"CD004024_11",0.0169780868049339,0.0448127151043205,"STD-Gianni",25
"CD004025_1",0.118588611373236,0.463455270066716,"STD-Gold-2013",3
"CD004025_10",0.210938317371556,0.51015088380936,"STD-Gold-2013",5
"CD004026_1",0.680815001847489,0.680815001847489,"STD-Wiersma_x002d_NL_x002d_1989",9
"CD004026_7",0.794300057740608,0.997344468089342,"STD-Wiersma_x002d_NL_x002d_1989",3
"CD004026_6",0.464693230803743,0.634321721905478,"STD-Herz_x002d_US_x002d_1971",6
"CD004027_1",0.691736010439405,0.978863776239578,"STD-Shaw-2006",4
"CD004027_3",0.886834405160047,0.886834405160047,"STD-Yao-2003",3
"CD004027_9",0.00177466317586545,0.123080419687521,"STD-Yao-2003",8
"CD004027_11",0.0355840822533623,0.335566645988555,"STD-Shaw-2006",6
"CD004027_12",0.3509036283339,0.648238487153641,"STD-Xiong-2004",4
"CD004028_1",1.06422672268927e-06,2.18116294733811e-06,"STD-Wang-2010",14
"CD004028_2",0.0916577526581066,0.158834915184813,"STD-Liu-2007a",20
"CD004028_27",0.545990294743054,0.779201489279208,"STD-Wang-2010",8
"CD004028_28",0.730165755653146,0.731483536134044,"STD-Li-2009",3
"CD004028_32",0.649140708784102,0.818136667586384,"STD-Wang-2005a",5
"CD004028_33",0.176629560483305,0.176629560483305,"STD-Yin-2004",9
"CD004028_34",0.389397001796209,0.389397001796209,"STD-Wang-2010",4
"CD004028_36",0.646677210314254,0.885824057178411,"STD-Citrome-2007",3
"CD004028_37",0.0351534738445264,0.172689972851921,"STD-Lu-2006",7
"CD004028_38",0.451232762827594,0.512463172618868,"STD-Citrome-2007",3
"CD004028_42",0.716647404883755,0.84956141678734,"STD-Wang-2010",4
"CD004028_43",0.835409434146438,0.835409434146438,"STD-Wang-2010",3
"CD004028_47",0.131149171369472,0.316775417513659,"STD-Wang-2005a",9
"CD004028_52",0.00295228704389128,0.0177235088235913,"STD-Casey-2003",8
"CD004028_55",0.59854886230227,1,"STD-Lu-2006",3
"CD004028_56",0.499854480550557,0.714558943641382,"STD-Citrome-2007",4
"CD004028_60",0.621263872718475,0.621263872718475,"STD-Liang-2004",4
"CD004028_63",0.113186321605586,0.183247817708875,"STD-Fisk-1987",3
"CD004028_64",0.000926756503469497,0.00218306152753517,"STD-Lu-2006",14
"CD004028_65",0.0230697014427895,0.0230697014427895,"STD-Lu-2006",4
"CD004028_67",2.68371508728885e-06,5.45669792877512e-06,"STD-Wang-2010",12
"CD004028_72",1.06422672268927e-06,2.18116294733811e-06,"STD-Wang-2010",14
"CD004034_1",0.728140735772593,0.728140735772593,"STD-Syst-Eur-1997",7
"CD004034_2",0.772129931508794,0.772129931508794,"STD-Syst-Eur-1997",3
"CD004040_3",0.0729315660393022,0.850228488238463,"STD-Zajecka-2000",3
"CD004040_4",0.627429390103761,0.952777366974931,"STD-HGFU-Trial-2002",4
"CD004040_12",0.0173972594826201,0.908983059257488,"STD-HGHQ-Trial-2002",5
"CD004040_13",0.0207721321182583,0.38430239817001,"STD-HGGW-Trial-2000",3
"CD004040_14",0.238576563485638,0.372222689659469,"STD-HGEH-Trial_x002c_-1999",4
"CD004040_15",0.750865311449409,0.750865311449409,"STD-HGHD-Trial-2002",4
"CD004040_16",0.0291634206563281,0.102113075625496,"STD-HGFU-Trial-2002",5
"CD004040_21",0.0967733821528796,0.25831525230934,"STD-HGFU-Trial-2002",5
"CD004040_22",0.086276745950436,0.21491310640527,"STD-HGFU-Trial-2002",5
"CD004040_23",0.395238862088638,0.890485922756742,"STD-HGGW-Trial-2000",3
"CD004040_24",0.102158887687535,0.175066597727741,"STD-HGFU-Trial-2002",4
"CD004040_25",0.269667292491388,0.892573641623993,"STD-HGGW-Trial-2000",4
"CD004040_26",0.191799769595989,0.191799769595989,"STD-Zajecka-2000",4
"CD004040_28",0.00908366747125988,0.121182000061168,"STD-HGFU-Trial-2002",5
"CD004040_30",0.461682086842758,0.461682086842758,"STD-HGHQ-Trial-2002",3
"CD004040_31",0.0675582480615813,0.930485007515978,"STD-HGGW-Trial-2000",4
"CD004040_32",0.387573001448188,0.387573001448188,"STD-HGHQ-Trial-2002",3
"CD004040_33",0.0290948673947892,0.0327856296886972,"STD-HGEH-Trial_x002c_-1999",4
"CD004040_34",0.162133714168545,0.2334284504975,"STD-HGGW-Trial-2000",3
"CD004040_9",0.116982529426564,0.273330270623978,"STD-HGFU-Trial-2002",3
"CD004040_10",0.287540007238657,0.287540007238657,"STD-HGHD-Trial-2002",5
"CD004043_11",0.16855137949964,0.340654171852587,"STD-RIS_x002d_INT_x002d_46-2002",3
"CD004043_31",0.00669931359594963,0.866531718374227,"STD-RIS_x002d_USA_x002d_102-2002",3
"CD004043_33",8.95010602468892e-07,0.00045718754103376,"STD-RIS_x002d_IND_x002d_6-2002",5
"CD004043_34",0.24459964728526,0.578995242411938,"STD-RIS_x002d_INT_x002d_46-2002",5
"CD004043_35",0.050757123145381,0.955828404790616,"STD-RIS_x002d_INT_x002d_69-2004",3
"CD004043_36",0.921997985930744,0.921997985930744,"STD-Smulevich-2005",3
"CD004043_38",0.856553708591096,0.856553708591096,"STD-RIS_x002d_USA_x002d_102-2002",5
"CD004043_41",0.656648731991215,0.785170982500259,"STD-RIS_x002d_INT_x002d_46-2002",3
"CD004043_42",0.89097397188127,0.89097397188127,"STD-Smulevich-2005",6
"CD004043_50",0.204328751416168,0.204328751416168,"STD-Smulevich-2005",3
"CD004043_51",0.015169126077217,0.0194175847566753,"STD-RIS_x002d_INT_x002d_69-2004",5
"CD004043_53",0.00231427585865954,0.419199865917504,"STD-RIS_x002d_IND_x002d_6-2002",4
"CD004043_25",0.191640862979842,0.209901316999043,"STD-RIS_x002d_INT_x002d_69-2004",3
"CD004044_1",1.79512184369746e-05,2.74152816091695e-05,"STD-Meyers-2009",16
"CD004044_2",0.13079833085445,0.339488185844428,"STD-Meyers-2009",16
"CD004047_1",0.564009670057158,0.564009670057158,"STD-Versiani-1997",13
"CD004047_3",0.0196038404873823,0.522632933251233,"STD-Thase-1996",8
"CD004047_4",0.766543358016854,0.819474077606173,"STD-Smeraldi-1996",10
"CD004047_2",0.26647083287142,0.687399445955404,"STD-Otero-1994",3
"CD004049_3",0.843242022756509,0.99746556514948,"STD-Chengappa-2000",11
"CD004050_2",0.0977970220589034,0.874386380658099,"STD-Loving-2002",3
"CD004050_3",0.744706475348278,0.788592495836377,"STD-Sumaya-2001",4
"CD004050_25",0.950835721250954,0.950835721250954,"STD-Holsboer-1994",7
"CD004050_28",0.0287370074261687,0.690789387263581,"STD-Giedke-1989",4
"CD004050_29",0.16401141957449,0.624683238901806,"STD-Colombo-2000",3
"CD004050_30",0.241836295518637,0.326940446740192,"STD-Kripke-1992",9
"CD004050_33",0.283759397970682,0.397879553319737,"STD-Kripke-1992",4
"CD004052_1",0.123120150572251,0.177802642127056,"STD-Muller_x002a_-1999",14
"CD004052_3",0.911994664631773,0.974204026714337,"STD-Pope-1991",18
"CD004052_4",0.138648647813591,0.249051264081915,"STD-Tohen-2000",69
"CD004060_2",0.451909438387134,0.698149309854004,"STD-Hage-2004",6
"CD004060_4",0.000624454896261757,0.673686152554494,"STD-Kelty-2004",15
"CD004060_3",0.0277199119247669,0.0277199119247669,"STD-Overholt-2005",8
"CD004062_1",0.000337241689085444,0.000575535433934415,"STD-Vcev-1996",10
"CD004062_2",6.0785657964572e-05,0.000106638781283281,"STD-Vcev-1996",10
"CD004062_3",8.96115773417728e-05,0.000396334359807188,"STD-Graham-1993",7
"CD004062_4",0.280789375699501,0.378204356830189,"STD-Arkkila-2003",3
"CD004064_4",0.235353727887787,0.305192832798149,"STD-Dank-2008",18
"CD004068_1",0.281177666353793,0.347904502481318,"STD-Symon-2005",4
"CD004068_4",0.0956165602044286,0.158915618139616,"STD-Issler-2009",4
"CD004069_1",0.0413891472538769,0.061620235511868,"STD-Poston-2006",44
"CD004069_2",0.417735274583373,0.6858135415351,"STD-Nasrolahi-2006",14
"CD004069_3",0.152812135756705,0.312720913214259,"STD-Chappell-1999",11
"CD004069_9",0.0041845529944668,0.0041845529944668,"STD-Xu-2010",7
"CD004069_10",0.476021705796339,0.476135446264489,"STD-McCance-2010",4
"CD004069_11",0.740834029843557,0.740834029843557,"STD-Rumbold-2006",9
"CD004069_13",0.155470723354404,0.42124921199955,"STD-Roberts-2010",9
"CD004069_14",0.978601605038217,0.978601605038217,"STD-Rumbold-2006",14
"CD004069_15",0.0815554202926799,0.0937691559044194,"STD-Gungorduk-2014",43
"CD004069_16",0.978265969370194,0.978265969370194,"STD-Xu-2010",4
"CD004069_17",0.359127733380117,0.359127733380117,"STD-Spinnato-2007",3
"CD004069_21",0.507033771003447,0.626477455629,"STD-Gungorduk-2014",8
"CD004069_22",0.0672822836972785,0.995109508404389,"STD-McCance-2010",3
"CD004069_24",0.162343490062768,0.77822067490171,"STD-Gungorduk-2014",6
"CD004069_25",0.807429043625601,0.807429043625601,"STD-Xu-2010",5
"CD004069_26",0.595151026989686,0.595151026989686,"STD-Xu-2010",7
"CD004069_27",0.837959723435144,0.837959723435144,"STD-Xu-2010",6
"CD004069_28",0.235125548818707,0.446429694668929,"STD-Poston-2006",29
"CD004069_29",0.158203772141108,0.285007532344969,"STD-Rumbold-2006",8
"CD004069_33",0.129587127981705,0.814986408075558,"STD-Kalpdev-2011",4
"CD004069_34",0.568029259953017,0.922106737878649,"STD-Rumbold-2006",14
"CD004069_35",0.220319257248663,0.343507825630472,"STD-Nasrolahi-2006",51
"CD004069_5",0.0084688495651127,0.0101507427811953,"STD-Chappell-1999",41
"CD004069_6",0.440328386746013,0.900468374570261,"STD-McCance-2010",11
"CD004070_1",0.903218447714216,0.903218447714216,"STD-Rouse-2003",3
"CD004070_2",0.309272394750584,0.459267967741468,"STD-Eriksen-1997",3
"CD004071_2",0.0287865474394036,0.0714685299873899,"STD-Lyell-2008",10
"CD004071_3",0.288250830226392,0.41857119263551,"STD-Roos-2013",3
"CD004071_21",0.525860929145918,0.525860929145918,"STD-Roos-2013",3
"CD004071_24",0.305968756227777,0.545428991488652,"STD-Roos-2013",3
"CD004071_26",0.415455447948256,0.51521459388575,"STD-Parry-2012",4
"CD004071_28",0.648286134571144,0.648286134571144,"STD-Sayin-2004",8
"CD004071_30",0.268018541460414,0.910283545588908,"STD-Roos-2013",5
"CD004072_1",0.01580832910414,0.0239313536278121,"STD-Poston-2006",64
"CD004072_2",0.329300614172224,0.650280508840787,"STD-Gulmezoglu-1997",12
"CD004072_3",0.77352225055519,0.995992299810121,"STD-Kiondo-2014",15
"CD004072_4",0.452548374655288,0.588474365879744,"STD-Rumbold-2006",13
"CD004072_6",0.978265969370194,0.978265969370194,"STD-Xu-2010",4
"CD004072_9",0.00236437603757817,0.00308829286564543,"STD-Gungorduk-2014",63
"CD004072_10",0.359127733380117,0.359127733380117,"STD-Spinnato-2007",3
"CD004072_11",0.507033771003447,0.626477455629,"STD-Gungorduk-2014",8
"CD004072_12",0.162343490062768,0.77822067490171,"STD-Gungorduk-2014",6
"CD004072_19",0.807429043625601,0.807429043625601,"STD-Xu-2010",5
"CD004072_20",0.595151026989686,0.595151026989686,"STD-Xu-2010",7
"CD004072_22",0.837959723435144,0.837959723435144,"STD-Xu-2010",6
"CD004072_24",0.253729245786325,0.450614052504739,"STD-Poston-2006",40
"CD004072_26",0.111260408775429,0.195617503642461,"STD-Rumbold-2006",9
"CD004072_27",0.134565914490443,0.653274215327099,"STD-Hans-2010",5
"CD004072_28",0.879604598025731,0.986930847677319,"STD-Gulmezoglu-1997",15
"CD004072_30",0.00304590336058433,0.00361556980537494,"STD-Chappell-1999",68
"CD004072_31",0.220816327096987,0.429321557976383,"STD-Xu-2010",51
"CD004072_32",0.476021705796339,0.476135446264489,"STD-McCance-2010",4
"CD004074_1",0.937598047698971,0.951431440041655,"STD-McDonald-1996",5
"CD004074_3",0.0646241513187261,0.765434169387565,"STD-McDonald-1996",3
"CD004074_6",0.640422820628803,0.899956171352636,"STD-Andersson-2011",5
"CD004074_7",0.3137787342063,0.553667031676357,"STD-McDonald-1996",7
"CD004074_8",0.617339484682288,0.617339484682288,"STD-Nelson-1980",6
"CD004074_9",0.527173888725205,0.527173888725205,"STD-Cernadas-2006",3
"CD004074_11",0.68894885952104,0.862001319360925,"STD-Al_x002d_Tawil-2012",4
"CD004074_12",0.000994441705551133,0.00168687578016684,"STD-Al_x002d_Tawil-2012",5
"CD004074_14",0.622398969058664,0.718135703508934,"STD-Gupta-2002",11
"CD004074_15",0.537502414530714,0.802628812992103,"STD-Andersson-2011",18
"CD004074_16",0.235922772333026,0.373358470239923,"STD-McDonald-1996",5
"CD004074_21",0.282394323820998,0.830974073379143,"STD-Andersson-2011",3
"CD004074_25",0.243166780283497,0.946262598151619,"STD-Oxford-Midwives-1991",3
"CD004074_27",0.419279454526231,0.95827975215698,"STD-Andersson-2011",3
"CD004074_29",0.302932922342231,0.657986602575261,"STD-Andersson-2011",3
"CD004075_6",0.390154754375872,0.635145306129524,"STD-Kuhnert-2004",7
"CD004075_7",0.417762018082083,0.890148894550274,"STD-East-2006",6
"CD004075_8",0.372489614689423,0.662681501866742,"STD-East-2006",5
"CD004079_1",0.0568000665008695,0.214582779750467,"STD-Baron-2003",10
