REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD006185_2,0.01102,0.5546300000000001,STD-Pohl-2007,6,0.54361,1,0,1
CD006185_7,0.0053,0.050710000000000005,STD-Kyung-2008,19,0.04541,1,0,1
CD006186_3,0.01745,0.04216,STD-ACTIVE-W,8,0.02471,1,1,0
CD006186_5,0.00856,0.08621000000000001,STD-ACTIVE-W,6,0.07765,1,0,1
CD006186_7,0.00262,0.00485,STD-ACTIVE-W,7,0.00223,1,1,0
CD006193_4,0.00872,0.05301,STD-Carlsson-2005,6,0.044289999999999996,1,0,1
CD006193_6,1e-05,2.9999999999999997e-05,STD-Carlsson-2005,6,2e-05,1,1,0
CD006193_3,1e-05,0.00037,STD-Carlsson-2005,9,0.00036,1,1,0
CD006194_17,0.03308,0.20395,STD-Young-2003,18,0.17087,1,0,1
CD006194_18,0.008790000000000001,0.08943999999999999,STD-Howard-1989,5,0.08065,1,0,1
CD006194_21,0.0055899999999999995,0.00609,STD-Jenkins-1989,6,0.0005,1,1,0
CD006196_1,0.0,0.0,STD-Jolley-1989_x002f_1990,49,0.0,1,1,0
CD006196_2,1e-05,8e-05,STD-Carpenter-1990_x002a_,5,7e-05,1,1,0
CD006196_6,0.0,0.0,STD-Jolley-1989_x002f_1990,14,0.0,1,1,0
CD006196_7,0.00253,0.0033799999999999998,STD-Schooler-1997,21,0.00085,1,1,0
CD006196_29,0.0,0.0,STD-Olson-1962_x002a_,14,0.0,1,1,0
CD006196_14,0.03052,0.92005,STD-Jolley-1989_x002f_1990,3,0.8895299999999999,1,0,1
CD006198_2,0.0,1e-05,STD-Bojang-2001,40,1e-05,1,1,0
CD006207_3,0.00775,0.033139999999999996,STD-Lau-2004a,7,0.02539,1,1,0
CD006207_8,0.011590000000000001,0.056510000000000005,STD-Chen-2009,3,0.04492,1,0,1
CD006211_1,0.0,1e-05,STD-Saltvedt-2002,51,1e-05,1,1,0
CD006211_3,7e-05,0.00016,STD-Cohen-2002-UCOP,68,9e-05,1,1,0
CD006211_6,0.015569999999999999,0.03316,STD-Landefeld-1995,14,0.01759,1,1,0
CD006211_7,0.011479999999999999,0.02396,STD-Cohen-2002-UCOP,19,0.01248,1,1,0
CD006211_13,0.0265,0.03893,STD-Landefeld-1995,5,0.01243,1,1,0
CD006213_7,0.00218,0.03841,STD-Akca-2005,3,0.03623,1,1,0
CD006216_1,0.01193,0.0453,STD-Mup-Study-Group-1996,23,0.03337,1,1,0
CD006216_2,0.04343,0.11712,STD-Perl-2002,8,0.07368999999999999,1,0,1
CD006217_12,0.03311,0.31988,STD-Gelfand-2006a,3,0.28676999999999997,1,0,1
CD006229_3,0.00466,0.20505,STD-McGinn-1995,11,0.20039,1,0,1
CD006229_4,0.00064,0.53446,STD-Ros-2001,10,0.53382,1,0,1
CD006229_10,0.0030399999999999997,0.00441,STD-Srivastava-2001,32,0.00137,1,1,0
CD006229_12,0.0,0.0005,STD-Ros-2001,40,0.0005,1,1,0
CD006229_13,0.015569999999999999,0.16641,STD-Ros-2001,32,0.15084,1,0,1
CD006229_18,0.0010400000000000001,0.37009000000000003,STD-Ros-2001,9,0.36905,1,0,1
CD006231_2,0.0,0.0,STD-Trondsen-1993,12,0.0,1,1,0
CD006231_3,4e-05,5e-05,STD-Mimica-2000,44,1e-05,1,1,0
CD006231_4,0.0,0.0,STD-Zajac-1998,76,0.0,1,1,0
CD006231_6,0.0,0.0,STD-Zajac-1998,80,0.0,1,1,0
CD006232_13,0.00107,0.0012699999999999999,STD-Liu-2004,15,0.0002,1,1,0
CD006233_1,0.00058,0.00058,STD-Lau-2006,15,0.0,1,1,0
CD006233_2,0.0,0.0,STD-Suc-1998,15,0.0,1,1,0
CD006233_3,0.01229,0.01229,STD-Targarona-1996,9,0.0,1,1,0
CD006233_4,0.00016,0.00016,STD-Lau-2006,12,0.0,1,1,0
CD006233_5,0.022359999999999998,0.034539999999999994,STD-Hammarstrom-1995,15,0.01218,1,1,0
CD006233_6,0.0304,0.04147,STD-Targarona-1996,15,0.01107,1,1,0
CD006239_1,0.007490000000000001,0.014580000000000001,STD-Schelling-2001,7,0.007090000000000001,1,1,0
CD006239_2,0.020040000000000002,0.03787,STD-Schelling-2001,7,0.017830000000000002,1,1,0
CD006242_9,0.00016999999999999999,0.051770000000000004,STD-Slamon-2001,9,0.0516,1,0,1
CD006242_10,0.0,0.0,STD-Marty-2005,8,0.0,1,1,0
CD006242_11,0.0,0.0,STD-Slamon-2001,7,0.0,1,1,0
CD006242_1,0.00047000000000000004,0.04198,STD-Slamon-2001,10,0.041510000000000005,1,1,0
CD006242_2,0.0004,0.051770000000000004,STD-Slamon-2001,9,0.051370000000000006,1,0,1
CD006242_3,0.0185,0.16534000000000001,STD-Marty-2005,7,0.14684,1,0,1
CD006242_4,0.009000000000000001,0.16952,STD-Marty-2005,8,0.16052,1,0,1
CD006242_5,0.008740000000000001,0.16534000000000001,STD-Marty-2005,7,0.1566,1,0,1
CD006242_8,0.0,0.0,STD-Slamon-2001,10,0.0,1,1,0
CD006243_1,0.0,0.0,STD-HERA,16,0.0,1,1,0
CD006243_2,0.0,0.0,STD-HERA,16,0.0,1,1,0
CD006243_3,0.0,0.0,STD-HERA,15,0.0,1,1,0
CD006243_4,0.0,0.0,STD-HERA,9,0.0,1,1,0
CD006243_5,0.0,0.0,STD-HERA,11,0.0,1,1,0
CD006243_6,0.0,0.0,STD-HERA,12,0.0,1,1,0
CD006254_2,0.0035399999999999997,0.8495799999999999,STD-ACHIEVE-Study-2008,4,0.84604,1,0,1
CD006254_7,0.0,0.0,STD-Block-2004a,11,0.0,1,1,0
CD006254_9,0.00449,0.00449,STD-EVOLVE-study-2007,5,0.0,1,1,0
CD006254_10,0.0,0.0,STD-EVOLVE-study-2007,14,0.0,1,1,0
CD006254_11,2e-05,0.02494,STD-IMPACT-SHPT-Study-2012,4,0.024919999999999998,1,1,0
CD006254_12,0.0,0.0,STD-EVOLVE-study-2007,14,0.0,1,1,0
CD006254_14,0.0,0.0,STD-EVOLVE-study-2007,10,0.0,1,1,0
CD006254_15,0.01204,0.040619999999999996,STD-OPTIMA-Study-2008,8,0.02858,1,1,0
CD006257_3,8e-05,0.00135,STD-IDNT-2001,9,0.0012699999999999999,1,1,0
CD006257_4,0.00607,0.00607,STD-RENAAL-2001,6,0.0,1,1,0
CD006257_5,0.0,0.0,STD-Ravid-1993,18,0.0,1,1,0
CD006257_6,0.0,0.0,STD-EUCLID-1997,18,0.0,1,1,0
CD006257_7,0.0,0.0,STD-DIABHYCAR-2004,14,0.0,1,1,0
CD006258_1,0.009000000000000001,0.28672,STD-ESHOL-Study-2011,11,0.27771999999999997,1,0,1
CD006258_2,0.00604,0.0317,STD-ESHOL-Study-2011,6,0.025660000000000002,1,1,0
CD006259_1,0.00168,0.04604,STD-Katz-1995,8,0.044360000000000004,1,1,0
CD006259_2,0.00065,0.04604,STD-Katz-1995,8,0.04539,1,1,0
CD006259_3,0.00065,0.04604,STD-Katz-1995,8,0.04539,1,1,0
CD006260_2,0.02484,0.14038,STD-Westhoff-2005,5,0.11554,1,0,1
CD006268_15,0.00202,0.9093,STD-Amornyotin-2010,5,0.90728,1,0,1
CD006268_16,0.00279,0.00279,STD-Reimann-2000,3,0.0,1,1,0
CD006287_1,0.0,0.0,STD-Rafi-2007,10,0.0,1,1,0
CD006297_1,0.00105,0.00196,STD-Hermansen-2004,55,0.00091,1,1,0
CD006297_7,0.036989999999999995,0.05604,STD-Hermansen-2004,22,0.01905,1,0,1
CD006297_9,0.00221,0.0037,STD-Hermansen-2004,43,0.00149,1,1,0
CD006297_17,0.00212,0.00389,STD-Hermansen-2004,37,0.0017699999999999999,1,1,0
CD006297_18,0.0043,0.00728,STD-Hermansen-2004,45,0.00298,1,1,0
CD006297_29,0.0026100000000000003,0.0038799999999999998,STD-Hermansen-2004,43,0.0012699999999999999,1,1,0
CD006297_36,0.00257,0.0037,STD-Hermansen-2004,43,0.0011300000000000001,1,1,0
CD006297_43,0.00245,0.0049700000000000005,STD-Hermansen-2004,41,0.00252,1,1,0
CD006297_50,0.005520000000000001,0.009000000000000001,STD-Hermansen-2004,34,0.0034799999999999996,1,1,0
CD006297_6,0.0,0.0,STD-Hermansen-2004,43,0.0,1,1,0
CD006305_5,0.01103,0.01627,STD-He-2007,7,0.00524,1,1,0
CD006305_6,0.01103,0.01627,STD-He-2007,7,0.00524,1,1,0
CD006305_7,0.01103,0.01627,STD-He-2007,7,0.00524,1,1,0
CD006305_8,0.00507,0.04155,STD-Peng-2006,6,0.03648,1,1,0
CD006306_1,0.00018999999999999998,0.01683,STD-Winhusen-2007,14,0.016640000000000002,1,1,0
CD006308_1,1e-05,1e-05,STD-Valentino-2002,13,0.0,1,1,0
CD006308_2,0.0,0.0,STD-Lin-1996,14,0.0,1,1,0
CD006320_1,0.00627,0.06904,STD-Belluzzi-1996,6,0.06277,1,0,1
CD006320_2,0.02715,0.24454,STD-Feagan-2008a,4,0.21739,1,0,1
CD006320_3,0.00236,0.0028699999999999997,STD-Feagan-2008a,5,0.0005099999999999999,1,1,0
CD006320_4,0.00137,0.03952,STD-Belluzzi-1996,5,0.03815,1,1,0
CD006320_5,0.0056700000000000006,0.03952,STD-Belluzzi-1996,5,0.03385,1,1,0
CD006320_6,0.00137,0.03952,STD-Belluzzi-1996,5,0.03815,1,1,0
CD006320_7,0.00288,0.06425,STD-Belluzzi-1996,4,0.06137000000000001,1,0,1
CD006320_10,0.00688,0.10415999999999999,STD-Belluzzi-1996,4,0.09727999999999999,1,0,1
CD006320_11,0.01001,0.18264,STD-Belluzzi-1996,6,0.17263,1,0,1
CD006329_2,2e-05,0.00023999999999999998,STD-Zeller-1956,12,0.00022,1,1,0
CD006329_5,0.01678,0.01678,STD-Zeller-1956,7,0.0,1,1,0
CD006329_6,0.00364,0.00364,STD-Zeller-1956,9,0.0,1,1,0
CD006335_9,0.00016,0.0009599999999999999,STD-Zhou-2010,5,0.0008,1,1,0
CD006349_1,0.0026100000000000003,0.03467,STD-Blasco-2012,12,0.032060000000000005,1,1,0
CD006352_2,0.007809999999999999,0.007809999999999999,STD-Clark-1971,4,0.0,1,1,0
CD006352_9,0.00075,0.00108,STD-Goldberg-1964,13,0.00033,1,1,0
CD006352_19,0.04252,0.97824,STD-Goldberg-1964,8,0.9357200000000001,1,0,1
CD006352_20,0.015590000000000001,0.027780000000000003,STD-Goldberg-1964,10,0.012190000000000001,1,1,0
CD006356_8,0.0386,0.23328000000000002,STD-Hansen-1999,4,0.19468,1,0,1
CD006359_1,0.00549,0.08083,STD-Escriba-2006,17,0.07534,1,0,1
CD006359_5,0.03059,0.03059,STD-Escriba-2006,6,0.0,1,1,0
CD006369_4,0.0017100000000000001,0.0030600000000000002,STD-Kramer-2007,21,0.00135,1,1,0
CD006369_19,0.0016899999999999999,0.00292,STD-Kane-2007,8,0.00123,1,1,0
CD006369_20,0.00179,0.00298,STD-Davidson-2007,26,0.00119,1,1,0
CD006369_18,0.01155,0.017740000000000002,STD-Kramer-2007,14,0.00619,1,1,0
CD006374_1,0.00996,0.03228,STD-Cole-1964,5,0.02232,1,1,0
CD006374_2,4e-05,9e-05,STD-Cole-1964,27,5e-05,1,1,0
CD006375_14,0.0421,0.0818,STD-Araco-2008,31,0.0397,1,0,1
CD006375_15,0.0,0.0,STD-Barry-2008,41,0.0,1,1,0
CD006375_16,0.0,0.0,STD-Wang-2006,36,0.0,1,1,0
CD006375_22,2e-05,2e-05,STD-Wang-2009,18,0.0,1,1,0
CD006377_1,0.02021,0.02021,STD-van-der-Zee-2000,4,0.0,1,1,0
CD006378_4,0.03263,0.09013,STD-Aisen-2002a,12,0.0575,1,0,1
CD006378_5,0.03628,0.1688,STD-Reines-2004,6,0.13252,1,0,1
CD006378_20,0.025330000000000002,0.38879,STD-Aisen-2003a,3,0.36346,1,0,1
CD006378_33,0.00312,0.00761,STD-Aisen-2000a,5,0.00449,1,1,0
CD006378_6,0.015380000000000001,0.03377,STD-Aisen-2000a,5,0.01839,1,1,0
CD006383_4,0.027839999999999997,0.08563,STD-Rosenstock-2008,4,0.05779,1,0,1
CD006383_9,0.034089999999999995,0.4232,STD-Raskin-2009,4,0.38911,1,0,1
CD006391_1,0.0,0.0011,STD-Minervini-1990,12,0.0011,1,1,0
CD006391_2,0.0007,0.43251999999999996,STD-Garza_x002d_Trevino-1989,3,0.43182,1,0,1
CD006391_5,0.0,0.00487,STD-TREC_x002d_Rio-2003,7,0.00487,1,1,0
CD006391_13,0.00586,0.02371,STD-Battaglia-1997,9,0.01785,1,1,0
CD006391_31,0.01859,0.1326,STD-Lerner-1979,4,0.11400999999999999,1,0,1
CD006404_1,0.0177,0.05087,STD-Tshefu-2010,40,0.03317,1,0,1
CD006405_4,0.00921,0.012159999999999999,STD-Mostafa_x002d_Gharehbaghi-2014,5,0.00295,1,1,0
CD006423_2,0.0,0.0,STD-L-_x002d_-LEAD-5-Russell_x002d_J-2009,15,0.0,1,1,0
CD006423_4,0.0,0.0,STD-L-_x002d_-Yang-2010,4,0.0,1,1,0
CD006439_1,9e-05,0.00016999999999999999,STD-Hurlstone-2004,20,8e-05,1,1,0
CD006439_2,0.0026899999999999997,0.00817,STD-Brooker-2002,5,0.00548,1,1,0
CD006439_3,0.029660000000000002,0.029660000000000002,STD-Lapalus-2006,5,0.0,1,1,0
CD006452_1,0.00013000000000000002,0.00385,STD-Bonner-2003,14,0.00372,1,1,0
CD006452_2,0.02271,0.04364,STD-Bonner-2003,10,0.02093,1,1,0
CD006459_2,4e-05,5e-05,STD-Strub-2011,30,1e-05,1,1,0
CD006459_5,0.00573,0.00847,STD-Concei_x00e7__x00e3_o-2009,7,0.00274,1,1,0
CD006466_8,0.00872,0.00872,STD-Zacharski-1984,4,0.0,1,1,0
CD006466_9,0.0,7e-05,STD-Maurer-1997,4,7e-05,1,1,0
CD006468_2,0.0008699999999999999,0.019030000000000002,STD-Lavau_x002d_Denes-2013,14,0.01816,1,1,0
CD006468_5,0.012969999999999999,0.11874000000000001,STD-De-Cicco-2009,9,0.10577,1,0,1
CD006469_1,0.0,0.0,STD-Long-2005,14,0.0,1,1,0
CD006469_2,0.00023999999999999998,0.0018899999999999998,STD-Long-2005,12,0.00165,1,1,0
CD006469_3,0.0,5e-05,STD-Moore-2004,7,5e-05,1,1,0
CD006469_7,0.0,0.0034799999999999996,STD-Bloss-2002,6,0.0034799999999999996,1,1,0
CD006474_2,0.033780000000000004,0.06656000000000001,STD-Gruber-2010,17,0.032780000000000004,1,0,1
CD006475_1,0.00301,0.00301,STD-Kukkonen-2006,8,0.0,1,1,0
CD006475_3,0.04745,0.11292999999999999,STD-Rautava-2002,9,0.06548,1,0,1
CD006475_5,0.02106,0.0226,STD-Kalliomaki-2001,16,0.0015400000000000001,1,1,0
CD006475_6,0.0234,0.14428,STD-Kalliomaki-2001,14,0.12088,1,0,1
CD006475_9,0.04361,0.09124,STD-Kalliomaki-2001,8,0.04763,1,0,1
CD006480_1,0.0,0.0,STD-Canadian-study-2005,41,0.0,1,1,0
CD006481_3,0.0,0.0,STD-Liao-1999,3,0.0,1,1,0
CD006481_5,0.0,0.14015999999999998,STD-Liao-1999,3,0.14015999999999998,1,0,1
CD006481_11,0.00053,0.00053,STD-Xueliang-2000,3,0.0,1,1,0
CD006483_4,0.03866,0.19307,STD-Davidovich-2006,3,0.15441,1,0,1
CD006501_10,0.02793,0.03369,STD-Winston-1984,5,0.00576,1,1,0
CD006504_1,0.033460000000000004,0.04899,STD-McKeith-2000,5,0.01553,1,1,0
CD006504_3,0.00288,0.049760000000000006,STD-Emre-2004,3,0.04688,1,1,0
CD006504_10,0.01266,0.03271,STD-Emre-2004,6,0.02005,1,1,0
CD006505_3,0.00924,0.00924,STD-Redman-1997,5,0.0,1,1,0
CD006505_6,0.02513,0.03901,STD-Esposito-2010,4,0.013880000000000002,1,1,0
CD006515_3,0.02046,0.02915,STD-De-Fijter-1994,5,0.00869,1,1,0
CD006525_2,0.0,0.0,STD-Unutzer-2002,24,0.0,1,1,0
CD006525_5,0.0,0.0,STD-Katzelnick-2000,79,0.0,1,1,0
CD006525_6,0.0,0.0,STD-Roy_x002d_Byrne-2010,10,0.0,1,1,0
CD006525_10,0.00116,0.00569,STD-Roy_x002d_Byrne-2010,8,0.004529999999999999,1,1,0
CD006528_2,0.00919,0.016040000000000002,STD-Guelfi-2000,12,0.00685,1,1,0
CD006528_3,0.030289999999999997,0.35475999999999996,STD-Leinonen-1999,10,0.32447,1,0,1
CD006528_4,0.0015,0.59454,STD-Benkert-2006,12,0.59304,1,0,1
CD006528_9,0.00033,0.00491,STD-Thase-2000,12,0.00458,1,1,0
CD006528_10,1e-05,0.0012699999999999999,STD-Schatzberg-2002,15,0.00126,1,1,0
CD006528_11,0.0,0.0,STD-Schoemaker-2002,21,0.0,1,1,0
CD006528_12,0.02398,0.30572,STD-Thase-2000,21,0.28174,1,0,1
CD006528_13,0.028419999999999997,0.07886,STD-Smith-1990,10,0.05044,1,0,1
CD006528_14,0.022019999999999998,0.04551,STD-Benkert-2000,10,0.02349,1,1,0
CD006528_16,0.04187,0.08711,STD-Wheatley-1998,26,0.045239999999999995,1,0,1
CD006528_19,0.00426,0.02648,STD-Wade-2003,15,0.02222,1,1,0
CD006528_20,0.027039999999999998,0.03567,STD-Smith-1990,9,0.00863,1,1,0
CD006528_21,0.0,0.0,STD-Thase-2000,12,0.0,1,1,0
CD006528_22,1e-05,1e-05,STD-Schoemaker-2002,12,0.0,1,1,0
CD006528_26,0.00022,0.00081,STD-Schatzberg-2002,14,0.00059,1,1,0
CD006528_30,0.01204,0.03864,STD-Behnke-2003,26,0.0266,1,1,0
CD006531_11,0.00063,0.01344,STD-Benkert-1999,20,0.01281,1,1,0
CD006531_25,0.00016999999999999999,0.00367,STD-De-Wilde-1993,15,0.0035,1,1,0
CD006533_2,0.0,0.0,STD-Cutler-2009,73,0.0,1,1,0
CD006534_4,0.0061200000000000004,0.11821,STD-Langworth-2006,43,0.11209000000000001,1,0,1
CD006534_5,0.0,0.0,STD-Langworth-2006,23,0.0,1,1,0
CD006536_2,0.00963,0.02435,STD-Schachinger-2006,87,0.014719999999999999,1,1,0
CD006536_3,0.0075,0.06417,STD-Schachinger-2006,14,0.056670000000000005,1,0,1
CD006536_4,0.02472,0.06437000000000001,STD-Schachinger-2006,37,0.03965,1,0,1
CD006536_5,0.03818,0.13109,STD-Plewka-2009,23,0.09291,1,0,1
CD006544_1,0.014119999999999999,0.019540000000000002,STD-Dormandy-1991,21,0.00542,1,1,0
CD006544_5,0.0,0.0,STD-Linet-1991,22,0.0,1,1,0
CD006544_6,0.031310000000000004,0.13435999999999998,STD-Dormandy-2000b-_x002d_-Study-B,4,0.10305,1,0,1
CD006546_2,0.0,0.8805200000000001,STD-Tompkins-2003,47,0.8805200000000001,1,0,1
CD006546_1,0.0,0.0,STD-Tompkins-2003,29,0.0,1,1,0
CD006546_5,0.0,0.95463,STD-Akin-2011,15,0.95463,1,0,1
CD006546_3,0.0,0.0,STD-Berrick-1999,11,0.0,1,1,0
CD006546_4,0.0,0.0,STD-Rubin-2008,5,0.0,1,1,0
CD006555_1,0.00066,0.0019100000000000002,STD-Stankovic-1990,10,0.00125,1,1,0
CD006562_1,0.0,0.0,STD-Syed-2000,24,0.0,1,1,0
CD006562_2,0.0,0.00359,STD-Syed-2000,5,0.00359,1,1,0
CD006562_6,0.00031,0.00031,STD-Syed-2000,4,0.0,1,1,0
CD006564_1,0.00016,0.00033999999999999997,STD-Int-PSG-CALM_x002d_PD,40,0.00018,1,1,0
CD006564_5,0.0,0.0,STD-Germany_x002f_Aust-PRADO,33,0.0,1,1,0
CD006564_7,0.01656,0.0326,STD-USA-Ropinirole,13,0.016040000000000002,1,1,0
CD006564_9,0.00817,0.0117,STD-USA-Ropinirole,15,0.0035299999999999997,1,1,0
CD006569_11,0.0,0.0,STD-Cheng-2009,26,0.0,1,1,0
CD006569_20,0.00011999999999999999,0.0018899999999999998,STD-McQuade-2004,69,0.0017699999999999999,1,1,0
CD006569_21,0.00822,0.055279999999999996,STD-Kane-2009,19,0.047060000000000005,1,0,1
CD006569_22,0.0,0.0,STD-Potkin-2003,42,0.0,1,1,0
CD006569_14,0.0,0.0,STD-Yu-2006,53,0.0,1,1,0
CD006569_23,0.00075,0.00639,STD-Hu-2010,95,0.00564,1,1,0
CD006569_24,0.0,0.0,STD-McQuade-2004,24,0.0,1,1,0
CD006569_28,5e-05,0.00058,STD-Kane-2009,33,0.00053,1,1,0
CD006569_27,0.00264,0.12432,STD-Cheng-2009,10,0.12168,1,0,1
CD006576_7,0.00053,0.00126,STD-Isen-1999b,7,0.00073,1,1,0
CD006576_9,0.009590000000000001,0.0286,STD-Crawford-1982,8,0.01901,1,1,0
CD006583_4,7e-05,0.00099,STD-Zakerah-2010,17,0.0009199999999999999,1,1,0
CD006583_5,0.00062,0.0037799999999999995,STD-Zakerah-2010,17,0.00316,1,1,0
CD006589_6,0.0,0.0,STD-Gebreselassie-1996,16,0.0,1,1,0
CD006589_2,0.00072,0.4818,STD-Akenzua-1985,3,0.48108,1,0,1
CD006593_7,0.02052,0.16079000000000002,STD-Magann-2004,4,0.14027,1,0,1
CD006607_1,0.00054,0.00054,STD-Hilbert-2001,6,0.0,1,1,0
CD006611_1,0.00065,0.0021100000000000003,STD-Free-2011,24,0.00146,1,1,0
CD006611_2,0.033319999999999995,0.12335,STD-Free-2011,8,0.09003,1,0,1
CD006612_2,0.00302,0.02469,STD-HOPE_x002d_2-2006,17,0.02167,1,1,0
CD006617_5,5.9999999999999995e-05,0.00016,STD-Kujawa-2002,5,0.0001,1,1,0
CD006617_7,0.0,0.0,STD-Oren-2005,9,0.0,1,1,0
CD006622_5,0.01852,0.028689999999999997,STD-Potkin-2003,68,0.01017,1,1,0
CD006622_8,0.0,1e-05,STD-Potkin-2003,17,1e-05,1,1,0
CD006624_31,0.00014,0.01293,STD-Mortimer-2004,3,0.012790000000000001,1,1,0
CD006625_1,0.0,0.0,STD-Lieberman-2005,76,0.0,1,1,0
CD006625_8,0.0251,0.08806,STD-Li-2002,9,0.06296,1,0,1
CD006625_10,5e-05,0.1967,STD-Li-2002,3,0.19665,1,0,1
CD006625_2,0.0003,0.00922,STD-Lieberman-2005,6,0.00892,1,1,0
CD006625_4,0.04113,0.34911,STD-Lieberman-2005,9,0.30798000000000003,1,0,1
CD006625_12,0.02607,0.64536,STD-Lieberman-2005,3,0.61929,1,0,1
CD006625_13,0.017,0.4123,STD-Potkin-2006,8,0.3953,1,0,1
CD006625_15,0.0,0.0,STD-Astrazeneca-1998,31,0.0,1,1,0
CD006625_17,0.0,0.0,STD-Stroup-2006,27,0.0,1,1,0
CD006625_18,0.00513,0.04822,STD-Voruganti-2007,6,0.043089999999999996,1,1,0
CD006625_20,0.02136,0.17282999999999998,STD-Potkin-2006,8,0.15147,1,0,1
CD006625_21,2e-05,0.01772,STD-Lieberman-2005,17,0.0177,1,1,0
CD006625_22,0.03925,0.89254,STD-Potkin-2006,4,0.85329,1,0,1
CD006625_30,0.02561,0.29828000000000005,STD-Canuso-2008,10,0.27266999999999997,1,0,1
CD006626_4,0.0,0.51437,STD-Potkin-2003,4,0.51437,1,0,1
CD006626_6,0.00025,0.01316,STD-Kane-2005,5,0.01291,1,1,0
CD006626_24,0.0,4e-05,STD-Zhong-2006,23,4e-05,1,1,0
CD006626_12,0.0,0.0,STD-Tran-1997,66,0.0,1,1,0
CD006626_16,0.00875,0.12943,STD-Sechter-2002,6,0.12068,1,0,1
CD006626_21,0.0,5e-05,STD-Tran-1997,38,5e-05,1,1,0
CD006626_23,0.00086,0.00731,STD-Zhong-2006,69,0.00645,1,1,0
CD006626_9,0.0,0.0,STD-Lieberman-2005,11,0.0,1,1,0
CD006626_14,0.00086,0.01522,STD-Lieberman-2005,58,0.01436,1,1,0
CD006626_27,0.01028,0.09467,STD-Sechter-2002,6,0.08438999999999999,1,0,1
CD006626_11,0.04728,0.72819,STD-Peuskens-1999,3,0.68091,1,0,1
CD006627_2,0.00205,0.03402,STD-Kinon-2006,8,0.03197,1,1,0
CD006627_11,0.00053,0.0087,STD-Lieberman-2005,11,0.00817,1,1,0
CD006627_15,0.02348,0.02348,STD-Lieberman-2005,10,0.0,1,1,0
CD006627_16,0.0,0.0,STD-Breier-2005,27,0.0,1,1,0
CD006627_21,0.0008900000000000001,0.07605,STD-Breier-2005,12,0.07516,1,0,1
CD006627_25,0.00536,0.006229999999999999,STD-Lieberman-2005,3,0.0008699999999999999,1,1,0
CD006632_20,0.04287,0.42932,STD-Dowsey-1999,6,0.38645,1,0,1
CD006633_3,0.0,0.0001,STD-Li--2002,4,0.0001,1,1,0
CD006633_5,0.00394,0.00426,STD-Breier-1999,8,0.00032,1,1,0
CD006633_16,0.00788,0.12647,STD-Wang-2002,14,0.11859000000000001,1,0,1
CD006633_20,1e-05,0.00018,STD-Azorin-2001,3,0.00016999999999999999,1,1,0
CD006633_22,0.00913,0.12506,STD-Meltzer-2003,9,0.11592999999999999,1,0,1
CD006633_25,0.01034,0.01034,STD-Zhou-2000,5,0.0,1,1,0
CD006633_31,0.00081,0.00133,STD-Tollefson-2001,15,0.0005200000000000001,1,1,0
CD006633_32,0.0,0.0,STD-Meltzer-2003,8,0.0,1,1,0
CD006633_38,4e-05,4e-05,STD-Meltzer-2003,7,0.0,1,1,0
CD006633_13,0.00055,0.00073,STD-McGurk-2005,16,0.00018,1,1,0
CD006633_17,0.03611,0.03611,STD-Meltzer-2003,4,0.0,1,1,0
CD006638_3,0.02324,0.02324,STD-Todd-2005,8,0.0,1,1,0
CD006640_1,0.0060799999999999995,0.2295,STD-Barer-1983,10,0.22341999999999998,1,0,1
CD006640_9,0.0,1e-05,STD-Barer-1983,25,1e-05,1,1,0
CD006640_11,0.00785,0.18725,STD-Barer-1983,8,0.1794,1,0,1
CD006640_14,0.00987,0.02603,STD-Biggs-1976,21,0.01616,1,1,0
CD006640_15,0.049510000000000005,0.31355,STD-Biggs-1976,7,0.26404,1,0,1
CD006650_6,0.0004,0.013359999999999999,STD-Lee-2003,5,0.01296,1,1,0
CD006652_2,0.00396,0.09456,STD-Kakkar-2004,7,0.0906,1,0,1
CD006652_4,0.0,0.00029,STD-Agnelli-2012,13,0.00029,1,1,0
CD006652_5,0.0,0.00209,STD-Perry-2010,9,0.00209,1,1,0
CD006652_6,0.021330000000000002,0.44827,STD-Agnelli-2012,9,0.42694,1,0,1
CD006652_8,0.00847,0.07109,STD-Haas-2012-TOPIC-2,13,0.06262000000000001,1,0,1
CD006652_9,0.0,0.00088,STD-Haas-2012-TOPIC-2,7,0.00088,1,1,0
CD006654_1,0.013730000000000001,0.17094,STD-Breier-2005,24,0.15721,1,0,1
CD006654_3,0.00266,0.10885,STD-Lieberman-2005,6,0.10619,1,0,1
CD006654_24,0.01277,0.84541,STD-Meltzer-2003,5,0.8326399999999999,1,0,1
CD006654_26,0.03155,0.11165,STD-Tran-1997,80,0.0801,1,0,1
CD006654_27,0.00677,0.71644,STD-Meltzer-2003,10,0.70967,1,0,1
CD006654_31,0.0,2.9999999999999997e-05,STD-Tran-1997,42,2.9999999999999997e-05,1,1,0
CD006654_6,0.0,0.0,STD-Lieberman-2005,75,0.0,1,1,0
CD006654_20,0.0,0.00018,STD-McEvoy-2007,9,0.00018,1,1,0
CD006654_21,2e-05,0.00295,STD-Mortimer-2004,6,0.00293,1,1,0
CD006654_28,0.0,0.5725600000000001,STD-Meltzer-2003,7,0.5725600000000001,1,0,1
CD006654_30,0.0,0.0,STD-Lieberman-2005,11,0.0,1,1,0
